CC_PROPERTY_ID,PUBLIC_LISTING_COMMENTS
498192894,"this luxurious 5-bed,4-bath oversized colonial home with a wrap-around porch sits on nearly an acre of beautifully landscaped property. enter via the front grand foyer or through the attached 2-car garage,which opens to the den with a fireplace and sliders to the backyard. the spacious granite kitchen offers stylish black appliances with pristine oak cabinets and a sparkling tiled backsplash. a formal dining room,formal living room,full bathroom,and laundry room,connected by gleaming hardwood complete the first floor. upstairs,you'll find a king-sized primary ensuite bedroom with a large wardrobe closet,as well as 3 additional bedrooms and a shared full bathroom. a finished basement provides options with a kitchenette,bedroom,bathroom,and a private entrance. a massive patio surrounds the inground pool,hot tub,and outdoor kitchen creating a perfect party or staycation-like atmosphere. seller motivated - all offers welcome!"
768188721,"if you are looking to build a home this lot is a must see! this primarily level and cleared corner lot is located on a very quiet road with wonderful views of the jay mountain range. water is available at the street. property is only 15 minutes from whiteface mountain,and close to the high peaks. come take a look!"
188880065,"great in-line high ranch on quite dead end street with west islip schools. this hi-ranch includes new electric,new bathroom,woodburning stove big savings on heat in the winter,generator hook-up,new washer/dryer,check local zoning for possible mother/daughter !!,close to beach,parks,shops,lirr,and restaurants!! come one come all:-):-) includes new electric,new bathroom,woodburning stove big savings on heat in the winter,generator hook-up,new washer/dryer,check local zoning for possible mother/daughter !!,close to beach,parks,shops,lirr,and restaurants!! come one come all:-):-)"
102110558,"welcome to 168 saranac ave. fully fenced yard w/2 car garage. 4 br north buffalo gem with original charm and original character. newer roof, enclosed sun porch, huge kitchen & full attic. major mechanical components have been updated with gorgeous hardwood floors and leaded glass windows. per seller's request, no time-stamped offers will be reviewed prior to offer negotiation date."
183494441,"$75.00/sq ft. best buy for your buyer to be in pittsford schools.located in sherwood community,close to 3 villages and shops,rte 490 (easy on/off). beautiful mature treed neighborhood great for walking,bike riding. 3/4 bedroom 2.5 bath split,new electric panel box,new driveway. some new interior paint. bring your decorating touches & updates. $75./sf a great find. see it!"
315012374,"ashford model, end unit. ideal location for quick walk to club house and pool. updates throughout kitchen w/ss appliances and wood floor. formal dining room, large living room. many solar tubes for natural light. master suite has huge closets and walk in shower. attached garage w/ electric eye opener and tons of storage. updated windows, central air, appliances."
188491700,"tremendous potential in this solid 4 bedroom,2 bath home. amazing water views,breathtaking sunsets. eatons neck ho assoc (poenb) w/ membership fee. private beach,additional information: appearance:excellent,separate hotwater heater:yes"
765240423,"terrific location near i-84,taconic state pkwy,route 9 and route 52. endless office space and warehouse/storage area. overhead 9 ft door. two lavatories and a full bath,kitchen and den/bedroom. lobby,offices,workshop,storage and living space all in one! kick your business up a notch with plenty of parking and easy commute.possible distribution center,busincld:no,roof:metal,foundation:slab"
498799794,its a go and show....just register your appointment with css
496747788,"nice well maintained home quiet neighorhood,walk down town. with hard wood floor,elegant front foyer. lots of cupboards and cabinets in kitchen. black top drive way,with nice yard."
498389637,thank you for showing my listing through showing time. all offers are welcomed. please call me if any questions after showing your client. ***ao no more showings *** contracts out thank you
665537481,"brand new construction, 3 family brick semi detached with cellar and built in garage & private front driveway, lot is wide 20.04 x 113.87 (extra long), building is 20 x 59.94, every floor is approximately 1,198 sq. ft. 2 bedrooms + study/office and 2 baths. all appliances will be included (washer/dryer, fridge, oven and microwave/hood vent). call for more details!!"
102093977,"welcome to 224 esser, a one-of-a-kind single-family house with vinyl maintenance-free siding located in the desirable riverside neighborhood. this cape cod property boasts 3 bedrooms and 1.5 baths, a huge full basement with brand new glass block windows, and a beautiful backyard for all of your summer activities!!. recent investments into the property include: all new plumbing, new wiring and panel, remodeled kitchen with beautiful backsplash, updated mechanicals, new siding 21', new roof 20', brand new windows, brand new glass block windows. brand new porch. fully remodeled bathrooms. this property is in move-in-ready condition!!. schedule an appointment to view 224 esser, and don't miss the opportunity to live in this unique house. this home has been well maintained, recently remodeled, and has a lot to offer its next owner.! showings start immediately!"
